Nf,Win,Bin,rout,cvout,cv2out,fanoout,biout
0,0.01,0.1,"[np.float64(43.5), np.float64(33.5), np.float64(37.5), np.float64(37.5), np.float64(35.5), np.float64(36.0), np.float64(39.5), np.float64(35.5), np.float64(43.0), np.float64(38.0), np.float64(38.0), np.float64(37.5), np.float64(33.5), np.float64(35.0), np.float64(38.0), np.float64(36.0), np.float64(34.0), np.float64(37.5), np.float64(34.5), np.float64(33.0), np.float64(35.0), np.float64(38.5), np.float64(31.5), np.float64(32.5), np.float64(36.0), np.float64(35.0), np.float64(38.0), np.float64(40.0), np.float64(32.5), np.float64(32.0), np.float64(38.5), np.float64(38.5), np.float64(40.5), np.float64(40.5), np.float64(39.0), np.float64(41.0), np.float64(36.0), np.float64(39.0), np.float64(37.5), np.float64(35.0), np.float64(39.0), np.float64(40.0), np.float64(34.5), np.float64(38.0), np.float64(37.5), np.float64(36.5), np.float64(33.5), np.float64(35.0), np.float64(37.5), np.float64(38.0), np.float64(38.0), np.float64(39.0), np.float64(38.0), np.float64(39.0), np.float64(39.0), np.float64(38.0), np.float64(36.5), np.float64(34.5), np.float64(40.0), np.float64(32.5), np.float64(34.5), np.float64(35.5), np.float64(38.5), np.float64(39.0), np.float64(39.0), np.float64(35.5), np.float64(36.0), np.float64(39.5), np.float64(34.5), np.float64(36.0), np.float64(39.0), np.float64(42.0), np.float64(39.5), np.float64(35.0), np.float64(38.5), np.float64(42.5), np.float64(36.5), np.float64(39.0), np.float64(35.0), np.float64(36.0), np.float64(36.0), np.float64(40.5), np.float64(36.0), np.float64(34.5), np.float64(37.0), np.float64(34.5), np.float64(36.0), np.float64(34.0), np.float64(33.5), np.float64(33.5), np.float64(32.0), np.float64(34.5), np.float64(37.0), np.float64(36.0), np.float64(36.0), np.float64(38.5), np.float64(35.5), np.float64(35.0), np.float64(39.5), np.float64(34.0)]","[np.float64(0.627127451231577), np.float64(0.6913235048969297), np.float64(0.6449117004047331), np.float64(0.6341732360759187), np.float64(0.603218304522766), np.float64(0.7042028583950866), np.float64(0.5643107643934635), np.float64(0.6638512915799798), np.float64(0.5483154659303313), np.float64(0.5051022298569434), np.float64(0.5908274060366369), np.float64(0.5844302607100187), np.float64(0.5364977909076892), np.float64(0.543150846994776), np.float64(0.6214566607938781), np.float64(0.47193914556745287), np.float64(0.5367737441160968), np.float64(0.6370464856664377), np.float64(0.5975215038910914), np.float64(0.612475094611787), np.float64(0.7636915066904741), np.float64(0.5723027379453959), np.float64(0.7979601945848738), np.float64(0.7837215774415103), np.float64(0.6894911810420183), np.float64(0.7698195708188887), np.float64(0.605380145496524), np.float64(0.5071514552449238), np.float64(0.5650451548312607), np.float64(0.5381433132285376), np.float64(0.529519602351008), np.float64(0.5910942477000108), np.float64(0.6525132813197743), np.float64(0.5376403727136163), np.float64(0.6033848461511361), np.float64(0.5039089167522776), np.float64(0.5527657853875563), np.float64(0.6180390544330954), np.float64(0.7410821309791457), np.float64(0.6551570891032231), np.float64(0.5027251004660207), np.float64(0.601688039251168), np.float64(0.6909338494424385), np.float64(0.48601162160740063), np.float64(0.7130793760039715), np.float64(0.5943440065441219), np.float64(0.6010418409625449), np.float64(0.5905111940960113), np.float64(0.47446792199432597), np.float64(0.5439667738142183), np.float64(0.5064478955448554), np.float64(0.5135882664584943), np.float64(0.637417613142216), np.float64(0.5585827072184988), np.float64(0.6284497135030158), np.float64(0.5799041059842278), np.float64(0.8578941652415945), np.float64(0.7004336717401604), np.float64(0.6144864754331111), np.float64(0.6570827654579015), np.float64(0.5956271332631089), np.float64(0.5882368165830932), np.float64(0.6962039735884414), np.float64(0.5477500036567452), np.float64(0.5953462431816945), np.float64(0.733585194777292), np.float64(0.6941451141057748), np.float64(0.5872635577230847), np.float64(0.727884494769472), np.float64(0.768930826322475), np.float64(0.643907294543308), np.float64(0.4343212239749203), np.float64(0.6793903318132655), np.float64(0.659716651154955), np.float64(0.6626362781159171), np.float64(0.5749561426730913), np.float64(0.49854799862475463), np.float64(0.4996936956606386), np.float64(0.7135013467012933), np.float64(0.6319324136829902), np.float64(0.5456621839963772), np.float64(0.687378060292383), np.float64(0.672682901584044), np.float64(0.5561524978405736), np.float64(0.6713080661899771), np.float64(0.6023061331671022), np.float64(0.5550345090943225), np.float64(0.7946700814146016), np.float64(0.5658962196322074), np.float64(0.5201480653985963), np.float64(0.7478979659978353), np.float64(0.6295895856415297), np.float64(0.5394676453723454), np.float64(0.5371881824505111), np.float64(0.565420791492609), np.float64(0.718493908408932), np.float64(0.595817915885918), np.float64(0.4958503143890772), np.float64(0.5482388735392187), np.float64(0.6969324319775647)]","[np.float64(0.49972043819244727), np.float64(0.5407695775871072), np.float64(0.5296961495753006), np.float64(0.5496025415776631), np.float64(0.5704591762718657), np.float64(0.6118098590293476), np.float64(0.5672495480677194), np.float64(0.5341977413544859), np.float64(0.5049656213150447), np.float64(0.4844047373184342), np.float64(0.5426018757026649), np.float64(0.527333463316333), np.float64(0.48741681636803397), np.float64(0.4904518283107025), np.float64(0.553913424319257), np.float64(0.5019408202711717), np.float64(0.6010918311809346), np.float64(0.5725196860282417), np.float64(0.48952029204544173), np.float64(0.5326661614999395), np.float64(0.595934715476066), np.float64(0.4557093762311892), np.float64(0.6164306444969019), np.float64(0.5664017021262807), np.float64(0.6547275107972607), np.float64(0.6158413823831085), np.float64(0.5227270766420573), np.float64(0.41281511080095146), np.float64(0.5730268385749147), np.float64(0.5750700643354433), np.float64(0.4551318245011359), np.float64(0.47327788598026144), np.float64(0.5334987364276611), np.float64(0.4410248960949667), np.float64(0.49291571327018163), np.float64(0.46616726776694567), np.float64(0.5230687151973352), np.float64(0.5342157624021888), np.float64(0.46830972327231485), np.float64(0.5888170854365284), np.float64(0.46323716080055466), np.float64(0.46115400180117305), np.float64(0.5609990895954902), np.float64(0.4641201099324975), np.float64(0.5957157068894423), np.float64(0.5437627360481091), np.float64(0.6980228599483527), np.float64(0.5715518463191177), np.float64(0.44731285617816313), np.float64(0.5132906501760838), np.float64(0.5113430997072278), np.float64(0.42140481330579665), np.float64(0.5564785213898655), np.float64(0.4760537436419424), np.float64(0.542394840103841), np.float64(0.43488111883859143), np.float64(0.528880902287096), np.float64(0.6039263385304083), np.float64(0.5481571132167351), np.float64(0.5852276618652534), np.float64(0.5261619954239806), np.float64(0.5063464111571683), np.float64(0.5393535062104288), np.float64(0.5657362945772199), np.float64(0.5155159734649885), np.float64(0.5792506471431832), np.float64(0.5329587577390225), np.float64(0.5763589885172961), np.float64(0.5601268281378599), np.float64(0.5297921788981973), np.float64(0.5720979443826685), np.float64(0.4357022991841054), np.float64(0.5675015827120907), np.float64(0.5422407233706624), np.float64(0.6430138573412575), np.float64(0.47585747025733666), np.float64(0.511409121457735), np.float64(0.4898187151739406), np.float64(0.5466502548560586), np.float64(0.6408328545173588), np.float64(0.5314928483253458), np.float64(0.5183151896696585), np.float64(0.5198511261449132), np.float64(0.5552161923051803), np.float64(0.5594270442976053), np.float64(0.6107792739343821), np.float64(0.526435259549701), np.float64(0.603245446843449), np.float64(0.5847136594799043), np.float64(0.4965225057420963), np.float64(0.5931806640806482), np.float64(0.5583920659619407), np.float64(0.5305526802736649), np.float64(0.5484143704268496), np.float64(0.5568156181054673), np.float64(0.47435406600170493), np.float64(0.5368067575202782), np.float64(0.519688592846284), np.float64(0.5041839055144555), np.float64(0.5467989686697106)]",0.1766474263207932,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036585365853658534, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,0.01,0.3,"[np.float64(38.5), np.float64(28.5), np.float64(29.5), np.float64(30.5), np.float64(28.0), np.float64(32.5), np.float64(32.0), np.float64(29.0), np.float64(33.0), np.float64(30.0), np.float64(28.0), np.float64(26.5), np.float64(29.5), np.float64(32.0), np.float64(30.5), np.float64(28.0), np.float64(28.5), np.float64(30.0), np.float64(27.0), np.float64(26.0), np.float64(31.5), np.float64(28.5), np.float64(28.0), np.float64(26.5), np.float64(28.5), np.float64(28.0), np.float64(35.0), np.float64(32.0), np.float64(29.5), np.float64(28.5), np.float64(31.5), np.float64(32.0), np.float64(33.5), np.float64(33.0), np.float64(34.5), np.float64(34.5), np.float64(28.5), np.float64(35.5), np.float64(28.0), np.float64(31.0), np.float64(31.5), np.float64(31.5), np.float64(27.5), np.float64(31.5), np.float64(31.5), np.float64(25.5), np.float64(26.0), np.float64(29.5), np.float64(31.0), np.float64(33.0), np.float64(27.5), np.float64(31.0), np.float64(32.0), np.float64(32.0), np.float64(29.5), np.float64(31.5), np.float64(29.0), np.float64(29.5), np.float64(34.0), np.float64(30.5), np.float64(28.0), np.float64(29.0), np.float64(27.0), np.float64(29.0), np.float64(32.5), np.float64(31.0), np.float64(30.0), np.float64(32.5), np.float64(28.0), np.float64(26.5), np.float64(34.0), np.float64(34.0), np.float64(32.5), np.float64(27.0), np.float64(32.5), np.float64(35.0), np.float64(33.5), np.float64(30.5), np.float64(24.5), np.float64(28.5), np.float64(27.5), np.float64(28.5), np.float64(32.0), np.float64(26.5), np.float64(34.5), np.float64(30.0), np.float64(27.5), np.float64(28.5), np.float64(29.5), np.float64(28.5), np.float64(24.0), np.float64(28.5), np.float64(30.0), np.float64(28.0), np.float64(26.5), np.float64(35.0), np.float64(26.0), np.float64(30.0), np.float64(29.5), np.float64(27.0)]","[np.float64(0.681746922812106), np.float64(0.6266664652294521), np.float64(0.694244344922636), np.float64(0.6827827027822104), np.float64(0.7057706219172085), np.float64(0.5359896421118547), np.float64(0.7341783991661704), np.float64(0.5499729745284093), np.float64(0.5521725598804508), np.float64(0.7028353331596909), np.float64(0.9868523533258301), np.float64(0.6154365326947845), np.float64(0.6953413556445095), np.float64(0.6426293567189671), np.float64(0.6150709393170238), np.float64(0.7486367497943317), np.float64(0.6412230312960305), np.float64(0.6621229559392757), np.float64(0.7057029796651072), np.float64(0.7025655718971721), np.float64(0.7681123537758681), np.float64(0.7116598925696836), np.float64(0.7741202295323723), np.float64(0.8257480462596135), np.float64(0.7529314450442764), np.float64(0.8432774807690792), np.float64(0.7537865606453712), np.float64(0.6723821541018123), np.float64(0.7337694437264778), np.float64(0.5790756291072152), np.float64(0.7018264415916721), np.float64(0.5951258316956353), np.float64(0.6623576767878415), np.float64(0.5604915899972787), np.float64(0.5907480779815788), np.float64(0.6566366941933955), np.float64(0.6577758661037658), np.float64(0.6707874035527619), np.float64(0.6930207357760051), np.float64(0.6044145743754723), np.float64(0.6892202804838632), np.float64(0.6235903743992297), np.float64(0.8100819274438249), np.float64(0.5485678005444221), np.float64(0.8753059811198874), np.float64(0.7868818937431016), np.float64(0.6890230190601108), np.float64(0.6321188638647502), np.float64(0.5727598403477484), np.float64(0.6679631472410474), np.float64(0.5797807810690239), np.float64(0.7518358440676114), np.float64(0.6810391534411281), np.float64(0.6419596865988805), np.float64(0.6478263238264718), np.float64(0.6203027770648745), np.float64(0.7547037918286845), np.float64(0.7226413113624588), np.float64(0.624375012856938), np.float64(0.6962809333113368), np.float64(0.7914980586447995), np.float64(0.6832088768029932), np.float64(0.6634401076753071), np.float64(0.6565260632641094), np.float64(0.6110556300174559), np.float64(0.7343376228588878), np.float64(0.7404028473427662), np.float64(0.7234743972568323), np.float64(0.674009835224584), np.float64(0.6848927615942136), np.float64(0.6096246815959296), np.float64(0.6395731525132758), np.float64(0.6490292238165926), np.float64(0.7546223000836632), np.float64(0.6576534412672268), np.float64(0.6700226882384815), np.float64(0.5538385934823838), np.float64(0.521254355111964), np.float64(0.6712331941071656), np.float64(0.5836049800125142), np.float64(0.5898962629722542), np.float64(0.6917641205036197), np.float64(0.7416818733595133), np.float64(0.653490787570655), np.float64(0.7143367587155087), np.float64(0.6735989312810539), np.float64(0.8239935471062843), np.float64(0.8369760631941381), np.float64(0.6718419670897846), np.float64(0.6211122750368906), np.float64(0.7720447719583641), np.float64(0.851313054075737), np.float64(0.637224577284727), np.float64(0.7267309707591016), np.float64(0.8729611856462952), np.float64(0.6100730656696406), np.float64(0.6985404479106238), np.float64(0.5816181705164509), np.float64(0.7414343873956266), np.float64(0.7986363558551449)]","[np.float64(0.4803375023451697), np.float64(0.645636402437481), np.float64(0.5716656089605471), np.float64(0.6137010191110206), np.float64(0.6459938341313), np.float64(0.49945082917236905), np.float64(0.7051879653190775), np.float64(0.6332785909485753), np.float64(0.5388513519000289), np.float64(0.56053632830552), np.float64(0.674625243454757), np.float64(0.6830106335498616), np.float64(0.5248976239967604), np.float64(0.5266377456807819), np.float64(0.5984632139323358), np.float64(0.5970204986722315), np.float64(0.6254004556650713), np.float64(0.6146898468480041), np.float64(0.6171076836379931), np.float64(0.7105727112457068), np.float64(0.6757338364137832), np.float64(0.6152581710336731), np.float64(0.7375291715294332), np.float64(0.6164976547062423), np.float64(0.6619013129432816), np.float64(0.6055654816909489), np.float64(0.49496133108546253), np.float64(0.5666763654272032), np.float64(0.6532480259029704), np.float64(0.662489714555689), np.float64(0.5203552092716601), np.float64(0.5319916586998288), np.float64(0.5808740334138398), np.float64(0.5342358734120767), np.float64(0.4735305972646507), np.float64(0.5736994083795836), np.float64(0.6190054698902993), np.float64(0.5471390645575375), np.float64(0.6152188757136321), np.float64(0.6195642124525637), np.float64(0.6437805029585945), np.float64(0.5213396664547671), np.float64(0.5939905852668709), np.float64(0.5057196094885569), np.float64(0.6270517125289818), np.float64(0.6057930405679328), np.float64(0.6506161203218573), np.float64(0.5099610751080708), np.float64(0.5320810089394072), np.float64(0.6324270266747648), np.float64(0.5725961018748899), np.float64(0.5380147562192887), np.float64(0.5918266101397583), np.float64(0.6255555201374857), np.float64(0.6102466428623743), np.float64(0.5430213055113141), np.float64(0.673102965419315), np.float64(0.6577342521428764), np.float64(0.5978959437388456), np.float64(0.6503877281849585), np.float64(0.7488755666150273), np.float64(0.6470928477183298), np.float64(0.6573711208346043), np.float64(0.6624142412977034), np.float64(0.5312659960452585), np.float64(0.6649142640539208), np.float64(0.6084651478235), np.float64(0.5848283878318), np.float64(0.495463957004504), np.float64(0.6583912210573787), np.float64(0.570457246042267), np.float64(0.536961204930462), np.float64(0.6042000163099731), np.float64(0.6226453924904186), np.float64(0.6271226305065307), np.float64(0.5020145762009568), np.float64(0.566802857765443), np.float64(0.5262394489469432), np.float64(0.6171186003774931), np.float64(0.661738191456466), np.float64(0.5798771157119934), np.float64(0.5287231395669254), np.float64(0.6530306406147541), np.float64(0.5998297328970387), np.float64(0.5578626387630141), np.float64(0.5960940995156704), np.float64(0.6306180204505055), np.float64(0.6567131694056066), np.float64(0.6182799347310118), np.float64(0.6628336094778806), np.float64(0.611032130972934), np.float64(0.6868336407920218), np.float64(0.538152208584821), np.float64(0.6342035499040135), np.float64(0.7231282254721455), np.float64(0.4263055549109298), np.float64(0.6044760131616225), np.float64(0.5176364148118013), np.float64(0.5702026658275015), np.float64(0.6131473218144019)]",0.24675461961045447,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046875, 0.05172413793103448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06349206349206349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04838709677419355, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,0.01,0.5,"[np.float64(40.0), np.float64(35.0), np.float64(32.5), np.float64(36.5), np.float64(35.0), np.float64(37.0), np.float64(38.5), np.float64(36.5), np.float64(38.0), np.float64(36.5), np.float64(37.5), np.float64(34.0), np.float64(34.0), np.float64(34.5), np.float64(33.5), np.float64(33.5), np.float64(30.5), np.float64(34.5), np.float64(33.0), np.float64(32.5), np.float64(34.0), np.float64(34.5), np.float64(34.0), np.float64(33.5), np.float64(39.0), np.float64(32.5), np.float64(38.0), np.float64(36.5), np.float64(32.0), np.float64(35.0), np.float64(37.0), np.float64(35.0), np.float64(40.0), np.float64(36.5), np.float64(39.0), np.float64(39.5), np.float64(34.5), np.float64(39.0), np.float64(33.0), np.float64(35.5), np.float64(35.5), np.float64(37.0), np.float64(34.0), np.float64(36.0), np.float64(36.5), np.float64(32.5), np.float64(32.0), np.float64(34.0), np.float64(33.5), np.float64(35.0), np.float64(37.5), np.float64(36.5), np.float64(35.0), np.float64(37.5), np.float64(36.5), np.float64(37.5), np.float64(32.0), np.float64(34.5), np.float64(39.5), np.float64(36.5), np.float64(35.0), np.float64(34.0), np.float64(34.5), np.float64(34.5), np.float64(36.5), np.float64(35.5), np.float64(35.0), np.float64(36.5), np.float64(34.5), np.float64(35.0), np.float64(36.0), np.float64(38.0), np.float64(34.5), np.float64(33.0), np.float64(35.5), np.float64(35.0), np.float64(36.5), np.float64(38.5), np.float64(33.0), np.float64(35.5), np.float64(35.0), np.float64(39.0), np.float64(36.0), np.float64(31.5), np.float64(36.0), np.float64(32.0), np.float64(34.0), np.float64(33.5), np.float64(33.0), np.float64(36.5), np.float64(34.0), np.float64(37.0), np.float64(35.0), np.float64(37.0), np.float64(34.5), np.float64(36.0), np.float64(35.0), np.float64(35.0), np.float64(34.5), np.float64(32.5)]","[np.float64(0.6726922899330439), np.float64(0.5590257081599422), np.float64(0.7449303792003569), np.float64(0.6780823854588013), np.float64(0.617893158177031), np.float64(0.6213221019189019), np.float64(0.6239929340372855), np.float64(0.575715624714614), np.float64(0.621824347243343), np.float64(0.5128727890185404), np.float64(0.6823863531341886), np.float64(0.5834987259487447), np.float64(0.609612509151632), np.float64(0.7002499358589425), np.float64(0.5699526231445806), np.float64(0.5994126729249682), np.float64(0.6785490446349381), np.float64(0.586824201867668), np.float64(0.750191350254683), np.float64(0.7294116916872996), np.float64(0.761915032288295), np.float64(0.5954247583937087), np.float64(0.7485586494134903), np.float64(0.7112721650388394), np.float64(0.6120959955753484), np.float64(0.6792418807305866), np.float64(0.4781169617033514), np.float64(0.6232999652240527), np.float64(0.6060191200843724), np.float64(0.5624837993417987), np.float64(0.8196432514577728), np.float64(0.6138616476727803), np.float64(0.624161863065756), np.float64(0.6011155595992262), np.float64(0.5039176091240951), np.float64(0.4843675896057337), np.float64(0.6578167933730392), np.float64(0.5905851519681266), np.float64(0.7132858089889688), np.float64(0.7131472052002961), np.float64(0.5402246803043462), np.float64(0.6550279345265251), np.float64(0.5032079042384711), np.float64(0.5307127761319193), np.float64(0.7036793946142159), np.float64(0.6417268955117392), np.float64(0.598320678013776), np.float64(0.5997444583209346), np.float64(0.5374979045335603), np.float64(0.5952489964230822), np.float64(0.5121601461743652), np.float64(0.6593699945383671), np.float64(0.5406171757242543), np.float64(0.521366042414223), np.float64(0.6351483414213924), np.float64(0.6320657999839465), np.float64(0.7735475919791789), np.float64(0.7250613987287299), np.float64(0.5751077732507657), np.float64(0.6220695185632782), np.float64(0.6206980613465335), np.float64(0.701407904714235), np.float64(0.6694518645466583), np.float64(0.5927127328307354), np.float64(0.5651267839544194), np.float64(0.6368036214118014), np.float64(0.5763242838732495), np.float64(0.6527641948180837), np.float64(0.574323644397966), np.float64(0.6708522833492636), np.float64(0.47654132956621353), np.float64(0.550158371635367), np.float64(0.5921662878912788), np.float64(0.5431371920159881), np.float64(0.6932230501051811), np.float64(0.7573139431298159), np.float64(0.7346296931102297), np.float64(0.5638878975989438), np.float64(0.7890029988710722), np.float64(0.6002227113396033), np.float64(0.4581281377333379), np.float64(0.6032561630042076), np.float64(0.6412393067646163), np.float64(0.6383155097671834), np.float64(0.6567018660968111), np.float64(0.5821050168380024), np.float64(0.5007839200390639), np.float64(0.6312007467390626), np.float64(0.573007495746019), np.float64(0.6103069798827675), np.float64(0.5438018480991893), np.float64(0.5665179131204602), np.float64(0.5753393920913547), np.float64(0.6008973604111685), np.float64(0.5984689070309902), np.float64(0.8362767187214106), np.float64(0.6599006578047187), np.float64(0.6866879317158718), np.float64(0.5811317718853053), np.float64(0.6992740464324063)]","[np.float64(0.5099877279300631), np.float64(0.5649465161315119), np.float64(0.6508242602415629), np.float64(0.5630931344533195), np.float64(0.5219100264986999), np.float64(0.5314887333015691), np.float64(0.5528102719078811), np.float64(0.5661451427709099), np.float64(0.49234860015787585), np.float64(0.4612108555659045), np.float64(0.5842771426530444), np.float64(0.5418567872233107), np.float64(0.5291328750763693), np.float64(0.5804122086462603), np.float64(0.6065411235182209), np.float64(0.6093803827956075), np.float64(0.5726529009814756), np.float64(0.6095830955838942), np.float64(0.5873429833327015), np.float64(0.6202092946557366), np.float64(0.709658890594716), np.float64(0.5255369571932287), np.float64(0.597367580985882), np.float64(0.6069842682823514), np.float64(0.5384983516873193), np.float64(0.5835550562097959), np.float64(0.4491791762223819), np.float64(0.5893932649175142), np.float64(0.5390459606260989), np.float64(0.6270832848495637), np.float64(0.5242313193677947), np.float64(0.453550853876433), np.float64(0.5048640787028701), np.float64(0.5052445122422801), np.float64(0.484160771556054), np.float64(0.48037355925395847), np.float64(0.46499948490871795), np.float64(0.508849089755363), np.float64(0.604065537769382), np.float64(0.6001321295152918), np.float64(0.5114361315923982), np.float64(0.5786976443134778), np.float64(0.5426967677651834), np.float64(0.5392362765913282), np.float64(0.5938690660417835), np.float64(0.5730802263985435), np.float64(0.5693239985599248), np.float64(0.5444508411967068), np.float64(0.511992165261548), np.float64(0.511942221088487), np.float64(0.5170587461639473), np.float64(0.5141125213637494), np.float64(0.4806196717260132), np.float64(0.5139181024222509), np.float64(0.5737440954185814), np.float64(0.45350138952487795), np.float64(0.6837551739247659), np.float64(0.5743891955855611), np.float64(0.5024749763346337), np.float64(0.5135118257296718), np.float64(0.5292315642218012), np.float64(0.5331020133329895), np.float64(0.6635541139997987), np.float64(0.5150862800103894), np.float64(0.5153717434341739), np.float64(0.5745625136266838), np.float64(0.557632037493328), np.float64(0.5812475376009997), np.float64(0.5086338798119335), np.float64(0.6005021263857321), np.float64(0.5458546093260694), np.float64(0.5231734514885904), np.float64(0.5282649629803031), np.float64(0.5272741282587889), np.float64(0.5599826604216911), np.float64(0.6267475427918197), np.float64(0.4616136249239653), np.float64(0.495006039029939), np.float64(0.5678461153601698), np.float64(0.540272809922141), np.float64(0.5003600559661225), np.float64(0.5123122763152084), np.float64(0.5239975185983242), np.float64(0.6619708276795042), np.float64(0.4972080854522565), np.float64(0.5760622243843656), np.float64(0.5161204242940585), np.float64(0.5433535362130392), np.float64(0.5913363004876653), np.float64(0.5598004504938148), np.float64(0.5015035604582112), np.float64(0.5150452693692508), np.float64(0.498564373823124), np.float64(0.4853336812321138), np.float64(0.6142849785875639), np.float64(0.5317674029412425), np.float64(0.5362476694592853), np.float64(0.5554042508428135), np.float64(0.5398304409098896), np.float64(0.552998573670837)]",0.11830408942974388,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046153846153846156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.056338028169014086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0410958904109589, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04225352112676056, 0.0, 0.0, 0.0, 0.0, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
