Nf,Win,Bin,Din,Wout,Bout
30,0.15,0.7,0.0,"[0.5132769549219599, 0.47850647177327366, 0.4655112848455, 0.42420030994949787, 0.5567408526841156, 0.4762666366740038, 0.5497606956169315, 0.522769843370731, 0.3974943787147946, 0.5439737526061248]","[0.4221859217452031, 0.3587549283472403, 0.380079485594644, 0.3536467758735109, 0.445842071854113, 0.4042528541205619, 0.4545790661957856, 0.4357828797628276, 0.36652436856652976, 0.49866715113936655]"
30,0.15,0.9,0.0,"[0.45072744980394774, 0.5056505512875464, 0.4300359917957858, 0.5072030192305532, 0.43865759738860033, 0.49764411178735607, 0.5081114607864697, 0.46875515053126415, 0.4991151017531271, 0.49988278308632805]","[0.4436964532597532, 0.488693438929214, 0.40207330060082347, 0.4803441511531717, 0.41460111077869916, 0.4383192778016246, 0.47729626983310214, 0.44070569693469863, 0.4692436225489393, 0.5121828584217349]"
30,0.2,0.1,0.0,"[0.5669180627843396, 0.5066560920354335, 0.5529093104975675, 0.46370750873168876, 0.5236339346003789, 0.5046914198089928, 0.5392803184098675, 0.47689264450942004, 0.5123779470720146, 0.5154870883595071]","[0.33503532138750935, 0.20053190416557412, 0.2904292931611105, 0.20582356676992347, 0.20979686420260296, 0.2248835295924488, 0.18454253244217994, 0.21483363545464612, 0.21656254553342177, 0.23264826938778543]"
30,0.2,0.3,0.0,"[0.5184665183917033, 0.5995993452844586, 0.5819169435708718, 0.46920275589391724, 0.4947465537804794, 0.5268686448717603, 0.523075933066833, 0.4674175278012889, 0.5758745278491109, 0.5585703458527935]","[0.28003841306987687, 0.4274822480499455, 0.27620351171158275, 0.2865744792758378, 0.26410100164789885, 0.3181981346081774, 0.3516675767155168, 0.26781294812181133, 0.3078246568878592, 0.3096148605920951]"
30,0.2,0.5,0.0,"[0.49941831294855443, 0.5442231727457448, 0.5468232830914583, 0.5300894937030625, 0.462222447892803, 0.5139614236679961, 0.4881987788353045, 0.5201226674129722, 0.537843105010936, 0.52852567254508]","[0.391206254230795, 0.34834565949918195, 0.381358494017773, 0.30012501877969144, 0.314001983143709, 0.2566659214306327, 0.33109274435218544, 0.2817276165360672, 0.3680284800355008, 0.38707955843857345]"
30,0.2,0.7,0.0,"[0.6050008508150313, 0.4648699570603778, 0.5504987072656037, 0.49621631689257195, 0.5688874719950829, 0.5256477195623915, 0.5647896216701611, 0.6077757668486018, 0.5535456168381676, 0.5567919110993773]","[0.5065197515124643, 0.38896290269278805, 0.4758704999998267, 0.4128143586874873, 0.4910015764047679, 0.41353896889439146, 0.4376857179039816, 0.5429810585706065, 0.41525475237266685, 0.475539767498342]"
30,0.2,0.9,0.0,"[0.4846172121974235, 0.607392826421884, 0.5056567172388216, 0.6458601298464746, 0.5345820128883545, 0.5983672917368654, 0.5273621517776432, 0.6055062812270001, 0.5545349735860543, 0.4362790755328264]","[0.46622399119966235, 0.5401407248686688, 0.45331388712989107, 0.5959946324063664, 0.5266657784835578, 0.5591598423072648, 0.4845238181054966, 0.5853459533186931, 0.53923169451799, 0.4198500642844164]"
30,0.25,0.1,0.0,"[0.5423384516015488, 0.4722949042480701, 0.5581178912621254, 0.5754044454013212, 0.6319499130617149, 0.5526545454550498, 0.5339377296430244, 0.529824207768234, 0.5817552883056352, 0.5565750101071557]","[0.26202535133763216, 0.17408716930201132, 0.22768900425856325, 0.1697571739897067, 0.40753441174688804, 0.17785513143089965, 0.12023157089741468, 0.1726293118278979, 0.20770718140344746, 0.1939804343652632]"
30,0.25,0.3,0.0,"[0.5807915446294509, 0.5792068622716451, 0.5454561510380773, 0.5865191715948566, 0.5328180907545175, 0.5997406861316823, 0.533863307821541, 0.5315938412962484, 0.5785822038306112, 0.5116657333116471]","[0.3290309522335126, 0.2826447163710741, 0.25026010429977985, 0.3290176477257153, 0.267303677665056, 0.2703843222528957, 0.25478952846881986, 0.25391987333313215, 0.3453130097273172, 0.29483637006909785]"
30,0.25,0.5,0.0,"[0.5714581369803993, 0.6021563350126364, 0.5699442858576886, 0.5785200121532645, 0.5101445132238871, 0.6781641749927021, 0.6420955110934414, 0.5500013495012973, 0.5341888985924967, 0.6279729671000456]","[0.3750741772145255, 0.4271498241340739, 0.42128333736448936, 0.39068537299462386, 0.3598442528315643, 0.46797321024144845, 0.43580487626329206, 0.31693612295031787, 0.4159348205160752, 0.4700428246748734]"
30,0.25,0.7,0.0,"[0.5401790148754242, 0.580270681112619, 0.6073527390691253, 0.6216789803401002, 0.5507995564199051, 0.5601468656898956, 0.5507713769610905, 0.589737712979508, 0.5372268754102578, 0.5262188922495779]","[0.41932373312707466, 0.4757520131815126, 0.5142000007110441, 0.5416536368596747, 0.42849042634638346, 0.44997241782150865, 0.44706150538470907, 0.4806817190993902, 0.37032723612971735, 0.4393766115372676]"
30,0.25,0.9,0.0,"[0.5736600218180752, 0.6033156134357383, 0.5331486580940579, 0.45772640872313525, 0.589500963234364, 0.5648265200813345, 0.5294342292996299, 0.6319720376500748, 0.6098670028971815, 0.609616210804161]","[0.5059409248288499, 0.5691190672328179, 0.49611320994267505, 0.4296315924735361, 0.533362875902901, 0.5187273982043796, 0.49538569802118443, 0.6057849663864948, 0.5691419558711983, 0.5752181474488686]"
30,0.3,0.1,0.0,"[0.6806709950240593, 0.6469707976033852, 0.621561637870182, 0.6607428173452876, 0.5744263814703592, 0.636059388497664, 0.5536278595154993, 0.6142698077412383, 0.6031132603159622, 0.5548155778701148]","[0.29765215681351015, 0.2498794595984953, 0.26247748570902807, 0.3968093965349139, 0.21374238861907982, 0.22965830511890353, 0.16142031888450634, 0.28477750495937504, 0.35854574583153453, 0.2018591327722572]"
30,0.3,0.3,0.0,"[0.5332684519307112, 0.591845999445548, 0.6054208832258472, 0.6214296040378198, 0.6242355856916484, 0.6022339660415246, 0.6294518302348812, 0.5556217922130631, 0.6167323161652475, 0.6365727776617283]","[0.25589120294627704, 0.25639462907975547, 0.34216818996165593, 0.30670862501266904, 0.35551346014262725, 0.2717948250755106, 0.3564260985220459, 0.22365105901573515, 0.3203441560406934, 0.3695458492777455]"
30,0.3,0.5,0.0,"[0.6321766179758115, 0.5580726110421084, 0.5650858437458286, 0.5433102392332833, 0.6117594455639979, 0.6463078294151117, 0.6175588764051312, 0.5331822652347629, 0.7149496665183523, 0.5783208919636864]","[0.36513001129167094, 0.38666165358284693, 0.40831371690046947, 0.42468514889937675, 0.3586539078906582, 0.40286745820905656, 0.4039382112850033, 0.3807583892567877, 0.45847015575055394, 0.4054031691440095]"
30,0.3,0.7,0.0,"[0.6407177559598596, 0.581578810117237, 0.6843741073760254, 0.6397375356797843, 0.5959941158244239, 0.6480096692658579, 0.650326447557136, 0.678436681221837, 0.6358272920944537, 0.6119408669337901]","[0.5816633424218827, 0.48194865715718027, 0.5353716080331421, 0.5296210201316163, 0.4990011654968166, 0.543994662033892, 0.5342032506760523, 0.5721023232750538, 0.4306206584503289, 0.5049221006426655]"
30,0.3,0.9,0.0,"[0.5606631199312199, 0.594600262414821, 0.5723343697606968, 0.5770683748772433, 0.6528821214002649, 0.601147525576931, 0.6478854680751394, 0.5729164156442244, 0.6020606447408335, 0.5438289017889528]","[0.5427050158124758, 0.5451136156850918, 0.5390408514199214, 0.5195583130217429, 0.6408161560230445, 0.5499913586028539, 0.6007031308748849, 0.5548431459999292, 0.5696023953331728, 0.5104234744076932]"
30,0.35,0.1,0.0,"[0.5885128953356143, 0.7080551585048716, 0.6746601736858875, 0.6254360431594899, 0.6629211367580432, 0.6170775311694325, 0.611864976521554, 0.6272420929500675, 0.5687369623782301, 0.6388587244026938]","[0.15714068746266752, 0.2776965763304564, 0.295582070367691, 0.23191254927643273, 0.3011987890504048, 0.22623808147554017, 0.21799217856855355, 0.2965737920490034, 0.19305930870526578, 0.28083059710119535]"
30,0.35,0.3,0.0,"[0.6076948272555742, 0.6533818606956556, 0.6253104109644693, 0.5342017971543034, 0.667934380337734, 0.7062241495403412, 0.6247619271096935, 0.6216731457526046, 0.6884005510333784, 0.5860839550202412]","[0.31496971003337243, 0.2479381458759092, 0.29820690065719674, 0.18695430336913224, 0.3333894476811262, 0.48062717478101835, 0.25642378758486517, 0.2808060716721617, 0.4453283619844758, 0.28449820434274364]"
30,0.35,0.5,0.0,"[0.5858450397331822, 0.6589277208571641, 0.5919951640239639, 0.6637137366961474, 0.6667352468372745, 0.6346256549062761, 0.617397910567494, 0.6542581637550426, 0.6682150664527584, 0.6476918579382538]","[0.3342388376735508, 0.4424980278270387, 0.3305759553206207, 0.483557924288604, 0.5201803748929236, 0.3941035908197024, 0.3888998141437247, 0.4883786918056101, 0.43612755428125827, 0.37788137826004004]"
30,0.35,0.7,0.0,"[0.6014397638355751, 0.6733089523756071, 0.6628380901614124, 0.6498060684011108, 0.6058938954056993, 0.6147300664078106, 0.6151684841665089, 0.6365297970114225, 0.6690838327962303, 0.6703364649970072]","[0.4985580914162929, 0.49885385004363914, 0.5055319485490244, 0.5191450768649883, 0.4730937621561099, 0.49926794929035945, 0.46782176662507996, 0.5038930782230627, 0.4847568738863696, 0.531427128043153]"
30,0.35,0.9,0.0,"[0.5843108616169483, 0.7560873789119009, 0.6439316587822077, 0.6808305077487322, 0.6280073853208079, 0.6830428607341223, 0.6858276807568757, 0.6771177533859921, 0.6743685187704737, 0.5769281833743769]","[0.5450242100793805, 0.7189370318608733, 0.6220070191975866, 0.6034088577497764, 0.6143730843724222, 0.6218371597720521, 0.6444708192560351, 0.6228715995056512, 0.6228730941165702, 0.5186254867175284]"
30,0.4,0.1,0.0,"[0.6161470164024092, 0.6880864894098913, 0.6470413787539333, 0.6284519166106711, 0.6795474867154336, 0.6604032850834614, 0.6827062945318697, 0.6724546445406446, 0.6184882478650633, 0.6768914451446186]","[0.19672833779868992, 0.2005005029415102, 0.14656978365206422, 0.11816080064028181, 0.32099915147039665, 0.21847988386596748, 0.23243332925952784, 0.22793470498253438, 0.23205535360575286, 0.2679066098494843]"
30,0.4,0.3,0.0,"[0.6960411264302456, 0.6824149667747628, 0.718686864505697, 0.7007384139430985, 0.6563596279494658, 0.6301530758991049, 0.7255423167295405, 0.5621485605605545, 0.6745784953151444, 0.6487039608407206]","[0.34333271798053433, 0.3859858354152078, 0.388467279293648, 0.3491119260517491, 0.33851145405838545, 0.36670555644503444, 0.4018002435514093, 0.33436941037925044, 0.2674412068107314, 0.2772845230187865]"
30,0.4,0.5,0.0,"[0.7119569931250394, 0.6641214936079534, 0.6998213603383746, 0.6170019262046489, 0.6267167151958366, 0.650500056330638, 0.7224725228467725, 0.6938824976976782, 0.6251972071080971, 0.6242348525314001]","[0.4503137650739828, 0.4347011813110056, 0.41586130871746674, 0.3593758213425001, 0.4334646420954359, 0.41441117794071375, 0.4079318972061584, 0.42011272697862545, 0.35848515502252726, 0.28427814184846517]"
30,0.4,0.7,0.0,"[0.6550298048111564, 0.6211099831354185, 0.639875011043726, 0.6861948240986113, 0.6916551871194089, 0.6480290558584285, 0.673141126327537, 0.6824771768517941, 0.6951849720220398, 0.6614562417984995]","[0.44092318354048887, 0.4812988709732509, 0.5035987495835771, 0.5022650758486934, 0.5467828783772618, 0.45515378537007967, 0.5249200516041954, 0.535905112520475, 0.5906409048585959, 0.5483038463492986]"
30,0.4,0.9,0.0,"[0.7109172337780394, 0.6833516102713268, 0.7129669431868357, 0.7286157869654044, 0.6141319855504487, 0.7722061900237198, 0.7460633990382025, 0.73821994823556, 0.7306170036343423, 0.6544854349654883]","[0.6687415238320032, 0.6402991826577618, 0.6365332568296156, 0.7113536873842605, 0.5596802143201896, 0.7141764415869624, 0.7105390623465011, 0.6919519421178435, 0.6871467535468272, 0.5799824901102963]"
30,0.45,0.1,0.0,"[0.6579626565048982, 0.6695220854135302, 0.6425796286366608, 0.6335366927425641, 0.6926998952065997, 0.7054052922295364, 0.7266332243451394, 0.6684194959794922, 0.7026187575596542, 0.6283962006801127]","[0.19162475095781395, 0.3015248112837942, 0.23105199843280966, 0.1814934319099605, 0.30512420540706275, 0.22410591523821366, 0.2026548013133934, 0.24979997104623677, 0.29222731267595536, 0.21559511783081725]"
30,0.45,0.3,0.0,"[0.6302489607180619, 0.6075338196129234, 0.6665357089080852, 0.6957057059350426, 0.735606247981324, 0.6682221492040286, 0.6859394443788149, 0.7537726589440391, 0.6971356964201927, 0.6249566852610982]","[0.31191032704125216, 0.22367457786246966, 0.31949244810526156, 0.36359087733414497, 0.3400711831211205, 0.24029474715665716, 0.3618994763956557, 0.4677448774126748, 0.2847780132224605, 0.25669249318294113]"
30,0.45,0.5,0.0,"[0.6668160096368672, 0.7100530851921019, 0.7388162086006128, 0.7293025967494285, 0.6452922135226952, 0.6918907933916052, 0.6981749783173923, 0.7535295132699428, 0.7244744590065891, 0.6877464020085479]","[0.43159120751830776, 0.4420060466103279, 0.535264488161487, 0.468179063249333, 0.35213889500536827, 0.42464416458886306, 0.3303282798432279, 0.4681211041032512, 0.4420256947873883, 0.4220665276884956]"
30,0.45,0.7,0.0,"[0.6994890824708541, 0.6794317586036787, 0.6751006170129004, 0.6976188945886499, 0.6850167988574263, 0.6038303439461942, 0.713416488198078, 0.6474152603752121, 0.7097378543229003, 0.7087380992757456]","[0.5482068951381522, 0.47873669114428646, 0.47833364536645917, 0.5181847482092349, 0.5504234391852078, 0.43016261168329945, 0.5862721451005504, 0.43589111825345317, 0.56808946975777, 0.5143437870698901]"
30,0.45,0.9,0.0,"[0.6800831335597186, 0.649214007259949, 0.7391510539682645, 0.7506401669916759, 0.657580430715858, 0.7815504983842441, 0.6974537516379072, 0.7426453739023275, 0.7091002986268384, 0.6979490371166452]","[0.6149853194108219, 0.5958784984437109, 0.6931645259674094, 0.6968710829209194, 0.5887486807261345, 0.7284762116987963, 0.6093439805555042, 0.6928360867932601, 0.6447150939902078, 0.6292391326926962]"
30,0.5,0.1,0.0,"[0.6979745485125078, 0.6895116170322819, 0.7229733328040151, 0.7485407761306234, 0.7414467281197176, 0.7178466771467658, 0.7716029828117401, 0.7127542879263048, 0.67664859692398, 0.6867905536430812]","[0.3541044421661222, 0.23754666928771528, 0.2249470914620666, 0.27510012613957013, 0.3125337480768682, 0.34391796217392423, 0.481275260861436, 0.14085527266134562, 0.20899066137135006, 0.07570192676831275]"
30,0.5,0.3,0.0,"[0.675769568367541, 0.7047068434256014, 0.7522588713990839, 0.7245959039897505, 0.7284050620491669, 0.7322512161708674, 0.7690823993069564, 0.6959238117539766, 0.6745526089419536, 0.6333992283654934]","[0.25095477318370807, 0.36862814434947516, 0.37690683089296984, 0.372332188163694, 0.2055103764254663, 0.310937899813059, 0.4144416677336908, 0.31167730142986777, 0.366999995361678, 0.2169498924839826]"
30,0.5,0.5,0.0,"[0.6995889987380133, 0.7051233460946309, 0.7039245564953324, 0.646455746059805, 0.7060373164029443, 0.7168820487030315, 0.723366334950126, 0.6989293807934585, 0.6848118134629722, 0.7008152168203279]","[0.422634632727153, 0.4154391134151715, 0.33010411560918407, 0.3284711387329309, 0.32322005054336317, 0.44310691869813645, 0.45656995730058103, 0.3891559509164747, 0.3841749035545735, 0.49055289972940236]"
30,0.5,0.7,0.0,"[0.7734004973759672, 0.7226193199668022, 0.6369654969137953, 0.696140177612984, 0.7369429211741443, 0.6768412539481199, 0.7083201803474022, 0.7079618490176238, 0.6838581868471616, 0.7233191411634701]","[0.6233825791531189, 0.5165071627891518, 0.472917578320564, 0.4632527330867579, 0.5868453997222003, 0.5150912904904087, 0.5377882012543486, 0.5306039038376796, 0.5516068418578047, 0.5695752215569232]"
30,0.5,0.9,0.0,"[0.7339297932782423, 0.6828665807969319, 0.7447391696249201, 0.6985900187505087, 0.7899288628435097, 0.692765988833107, 0.7964901650217928, 0.7613645604782595, 0.7188349410982394, 0.7450562875965219]","[0.6711656483956917, 0.6241548723488909, 0.6746693356251283, 0.6334868078480248, 0.7163630111823786, 0.6318806190133264, 0.7460316074958124, 0.7007080394744636, 0.6593937272742357, 0.6809355645703284]"
50,0.01,0.1,0.0,"[0.08254004442374913, 0.17818064813191875, 0.16151690893763812, 0.1251354765371287, 0.11928257098240727, 0.19689169709286636, 0.14793813183979942, 0.13463260585437797, 0.13922182826043702, 0.11541055622568963]","[0.058256729803782714, 0.137370169689069, 0.14865798871601127, 0.10857881132849048, 0.10920462235685642, 0.16068496897373852, 0.1456920763207622, 0.11611795951693733, 0.12005935500532297, 0.1330292822387324]"
50,0.01,0.3,0.0,"[0.12067496610070882, 0.1568341883655726, 0.22025872062198532, 0.14726485184727572, 0.10994270634980555, 0.17158929234822992, 0.1590880663549991, 0.17866248146750197, 0.11159806546976322, 0.14757198024150486]","[0.09647679844724293, 0.11836771222688444, 0.18942700370037222, 0.09888748758358347, 0.10920778710515314, 0.16372880794720596, 0.16133353162365816, 0.1283916313669577, 0.10277318132485233, 0.1469757979050276]"
50,0.01,0.5,0.0,"[0.10115325256874597, 0.12120087880671153, 0.15401291900858613, 0.16925634815021484, 0.11443300441303214, 0.12629214972130812, 0.17451413552674178, 0.12521778179539905, 0.17692130364004757, 0.10152414362356463]","[0.101910331621248, 0.11625604647334993, 0.13032280955981065, 0.1365755646425829, 0.11174889752525571, 0.11304242534867262, 0.16887075717744057, 0.12454858763670348, 0.1718026135608057, 0.07435568441976706]"
50,0.01,0.7,0.0,"[0.15580180982678876, 0.14367249537045879, 0.1725344462809984, 0.14257364115179993, 0.11586075465993345, 0.20349846762168217, 0.12689925516486442, 0.1932136308143212, 0.16183953623971586, 0.1564875615532928]","[0.11652776789893884, 0.15301471162268507, 0.14965299209233424, 0.17734203691692627, 0.10182190845419459, 0.1898557946044111, 0.13735771871988653, 0.17923007070548583, 0.1607812709454907, 0.11460155503012145]"
50,0.01,0.9,0.0,"[0.10455489013309066, 0.14724937854863918, 0.1495209420428746, 0.1613445333308803, 0.15482869852717077, 0.18451129359847765, 0.11711779976462763, 0.12948981346419125, 0.16007280183261496, 0.14620369775720368]","[0.11241018331629235, 0.15868121238539648, 0.16403984285634993, 0.16634997167316395, 0.12443705811428533, 0.18814507852861043, 0.10357354276365309, 0.1418000535797069, 0.13906551416506746, 0.17016751408478464]"
50,0.05,0.1,0.0,"[0.22723353532960988, 0.20545277525313638, 0.2792770643640664, 0.27752845537312615, 0.2901408109467738, 0.24241657906262648, 0.24590574764489093, 0.20189298067549663, 0.26478434814373153, 0.27906793706685]","[0.1413903109421877, 0.12496167828574775, 0.1800340019373986, 0.1634088108503308, 0.156638925088718, 0.12152463392811212, 0.13307644030951526, 0.12804291016009742, 0.10666629499341214, 0.14887619244430617]"
50,0.05,0.3,0.0,"[0.2844951776772302, 0.20855470478507465, 0.27705968613685195, 0.24517879888366959, 0.23637835001237728, 0.19852552148412844, 0.31526624953596033, 0.2261485397512234, 0.2694823916736362, 0.2637214672321283]","[0.20209052438558367, 0.15147367378817647, 0.13183252776184481, 0.13340967762358283, 0.15061448005070913, 0.08597084367432295, 0.2144649640499397, 0.17440112296239146, 0.21857207967229328, 0.22234521713827454]"
50,0.05,0.5,0.0,"[0.22131417470261885, 0.2933075663773499, 0.23488554071263487, 0.24783005248626386, 0.24722721677530068, 0.2697133308231704, 0.32793433020984813, 0.28549114870456455, 0.2878196685866054, 0.34323124423080786]","[0.17698129500883136, 0.23601804293818499, 0.1758985187202223, 0.21854230753690346, 0.17056405915629297, 0.23209748475627898, 0.2777588868129212, 0.2159427213494031, 0.2426733124502801, 0.25598596779697746]"
50,0.05,0.7,0.0,"[0.26637334753146447, 0.24095709684541639, 0.27520077730001624, 0.3199684011261779, 0.24848845592119015, 0.21508502868299428, 0.23655880930863776, 0.23523584044142976, 0.23765933682123513, 0.2566899357274953]","[0.19694369499844952, 0.2208088338897663, 0.2699714400958896, 0.3034461891903563, 0.22571660569830518, 0.16611301513557647, 0.19976389259071964, 0.2145014836797285, 0.19822701694794526, 0.24791565231406473]"
50,0.05,0.9,0.0,"[0.2718895401943744, 0.33321906565303705, 0.29380835489909973, 0.3221273830949466, 0.27282996930214826, 0.28310947481389215, 0.25555866894109336, 0.2941855838691224, 0.29306442287685597, 0.24611040060423947]","[0.24733201549032574, 0.28449743515005305, 0.2807408004698472, 0.31319847396029177, 0.279695737677921, 0.28490352690307175, 0.20008001799986924, 0.2642324909328047, 0.28802929017250267, 0.2486439067088845]"
50,0.1,0.1,0.0,"[0.3932634356231489, 0.3254235522590478, 0.3798514388812112, 0.3074444418945054, 0.38821062121586347, 0.363470935410365, 0.4011164789993409, 0.35324807720361173, 0.36977482896203306, 0.3713408847650718]","[0.2168916295123015, 0.16586363954564878, 0.25972534248890045, 0.13494310680934468, 0.20289376036803417, 0.17500400776397682, 0.19981657853297957, 0.1685982819820379, 0.2167722234172813, 0.18836159463293137]"
50,0.1,0.3,0.0,"[0.35358118939536526, 0.36220521515052684, 0.3457372477054693, 0.3893758416176045, 0.3448754800915571, 0.4106010347375376, 0.3815623784021507, 0.3201769974375863, 0.38064802794883357, 0.3028175022621271]","[0.1583032101009478, 0.247766334701712, 0.21928646640783694, 0.25612893193482505, 0.23166468983508443, 0.27763861103075343, 0.21185720914363784, 0.12725711406680523, 0.21914358551877022, 0.18882468690699483]"
50,0.1,0.5,0.0,"[0.38004766555420777, 0.33776224182836956, 0.3723880339962401, 0.4193481452939598, 0.32155634807717, 0.40973656493443006, 0.40964848116322283, 0.36700614960633177, 0.3388155237989732, 0.40820041282360814]","[0.2889496611702064, 0.23055733456939556, 0.27316636853823134, 0.3130463698782702, 0.22333331515583846, 0.29457223826261875, 0.23197833691201847, 0.3159528270145954, 0.24445909594620935, 0.3286904860399838]"
50,0.1,0.7,0.0,"[0.36211989158956087, 0.40252478143554293, 0.41943749600221614, 0.3724792289816075, 0.3142286739042873, 0.46356385798698463, 0.40692280001949077, 0.36715100637755094, 0.31693305290088947, 0.42613051537847557]","[0.2606548687100826, 0.35796216550181037, 0.34430219577193777, 0.3060608069994536, 0.25318099255865106, 0.4124040832695804, 0.3201144184176338, 0.30124712379950125, 0.25010863585086357, 0.3373868166402313]"
50,0.1,0.9,0.0,"[0.3566764304466511, 0.389295192616027, 0.3229004785310545, 0.35199562345773205, 0.27729282913004993, 0.37186399472445364, 0.3654567517021712, 0.38881675736125987, 0.3802659858960803, 0.2966111349256786]","[0.34831266769967956, 0.3979040077854393, 0.30131807866397287, 0.33716084134527136, 0.27926807969889134, 0.36452599108543715, 0.3685214579397894, 0.3731031702260058, 0.3738715878547913, 0.2870900672432218]"
50,0.15,0.1,0.0,"[0.4107889328740987, 0.42817058522589735, 0.4731819660660965, 0.47710969984092166, 0.4513515916410661, 0.4807239068501425, 0.4363799973056146, 0.4635979270043721, 0.45272770661283457, 0.43123345798352825]","[0.17655016830221126, 0.2388143149711907, 0.21409240063717022, 0.20742420865642552, 0.25864041665227233, 0.2519422368118801, 0.2050296179118955, 0.22042899002156754, 0.16849336347919253, 0.19435699940191936]"
50,0.15,0.3,0.0,"[0.3739208367211679, 0.48354964999397987, 0.4666005883713129, 0.4361271972512698, 0.47696825497042517, 0.4448027393148265, 0.3716356981736508, 0.47540865444158886, 0.5063887330037233, 0.462086025592648]","[0.23877908193760952, 0.24295277701864806, 0.25349292938661644, 0.30128740187634, 0.2863910407024659, 0.22083833508777834, 0.20662770143627837, 0.3466827476346085, 0.3081237362551804, 0.30998749030869555]"
50,0.15,0.5,0.0,"[0.37746240121134655, 0.41308695422096964, 0.4320392582185981, 0.4065528585866518, 0.4343140910833693, 0.4337890310176335, 0.3798253779213554, 0.46379413723598273, 0.44938271866868407, 0.4765059794082068]","[0.24820298730973703, 0.27239074792111834, 0.2952775848528101, 0.30617003825611044, 0.2802884037218393, 0.28114305613010304, 0.25320748252347003, 0.2270216866780037, 0.3039305671116144, 0.3273823613692083]"
50,0.15,0.7,0.0,"[0.4048921923052541, 0.5046949793488098, 0.5060190304817359, 0.4393947397169378, 0.4724701221072552, 0.4495676517518141, 0.4394155201591742, 0.5542631861963951, 0.4257744179060475, 0.47204326695283616]","[0.3338548461869487, 0.3916590858768, 0.393281922792623, 0.3492760749324521, 0.4294167087730467, 0.3494924025162946, 0.32956392239177923, 0.46479027724412836, 0.3573896375139385, 0.4136334876070558]"
50,0.15,0.9,0.0,"[0.4770137734630115, 0.4174823467712058, 0.3899194943963876, 0.43606846670928323, 0.44497486195710345, 0.4811201813832353, 0.4713768907949619, 0.4167679520026267, 0.5114812342393158, 0.47687960494222487]","[0.4592072466596644, 0.3746042307815143, 0.33433152263603416, 0.4357533743151193, 0.42020868552479157, 0.4474994669586548, 0.41975255048542, 0.3822162715574282, 0.46864065201144073, 0.4704015564114596]"
50,0.2,0.1,0.0,"[0.5100039349667504, 0.48200673172339836, 0.497832481995077, 0.5162974972452015, 0.5015426596140137, 0.49084985913360996, 0.4733466683662193, 0.47683583381990136, 0.48043303479097993, 0.5026101729927092]","[0.32341614038231237, 0.16080245380087585, 0.1983732919359057, 0.24516820458269697, 0.18519805067192663, 0.1888295830565085, 0.14436032893141915, 0.18494107410129046, 0.17358691063626702, 0.3058007327373814]"
50,0.2,0.3,0.0,"[0.5124810520870499, 0.5342623610388406, 0.4888264130746564, 0.4952384032447284, 0.46819735902741044, 0.5687040348304774, 0.594811530799778, 0.4603955265223053, 0.5374036049592256, 0.47250183486862274]","[0.31212876176710647, 0.3600785638978839, 0.20759618781017788, 0.32843315356341424, 0.28311083475051735, 0.3248201698853978, 0.41517149746551124, 0.21055017022457795, 0.3068967327933746, 0.2835595678052391]"
50,0.2,0.5,0.0,"[0.49888014196459785, 0.47017258250185623, 0.47544999653693487, 0.5320658369614715, 0.5122008644695573, 0.5069518561322794, 0.49647585758756846, 0.48055012008411074, 0.5397911959505419, 0.48273997998528345]","[0.3980113659747343, 0.30256089652663587, 0.30627146495809854, 0.31156550614597367, 0.3685081709445756, 0.27904013059694965, 0.3881270009799883, 0.3322511193052784, 0.33929094527446274, 0.3226418112936752]"
50,0.2,0.7,0.0,"[0.5372790253136628, 0.5206218775905707, 0.5593980427064025, 0.5609663979296613, 0.5001031734154168, 0.5864990103911478, 0.5332741790510163, 0.5338926567851351, 0.5493925852933746, 0.5503269819611981]","[0.453275558190286, 0.41788467910311045, 0.47915552635285535, 0.45158418064181804, 0.43786801344029536, 0.499481950897672, 0.45522032558650316, 0.47967459289888925, 0.40920953573249336, 0.48294082053691023]"
50,0.2,0.9,0.0,"[0.5381294047458463, 0.5390974925337036, 0.49412169020967506, 0.6037606199970402, 0.5179092061226398, 0.5485563958117452, 0.5192716085852527, 0.520241937051249, 0.5035670162626498, 0.4626219501362989]","[0.49357022483895563, 0.4846635838241754, 0.4568586648846063, 0.5971012791638788, 0.49373265987481413, 0.531855356394424, 0.469848474044605, 0.5022493370398512, 0.4467776478945136, 0.43198914978631675]"
50,0.25,0.1,0.0,"[0.5512181091650439, 0.47292214466145327, 0.5047549579916581, 0.5874004694916366, 0.5375759420054569, 0.5241173899120136, 0.5596203040523311, 0.5448376373950161, 0.5978330416921521, 0.5446883575079458]","[0.21396426253228942, 0.18264892433511204, 0.14669337819319442, 0.18685378947898823, 0.23917107230108942, 0.20594010559864695, 0.188776036931664, 0.16732032518022144, 0.20024093943775942, 0.1621335597411701]"
50,0.25,0.3,0.0,"[0.5293127652260932, 0.571376965625926, 0.48519947338260827, 0.560874109658821, 0.5398060597612204, 0.6157545455666633, 0.5558588301413347, 0.5480997194934237, 0.5553543909995025, 0.4904847266578713]","[0.23600964530959395, 0.27305035624679086, 0.20510834949088555, 0.30553436462114375, 0.28322783399208895, 0.28481286209951184, 0.28744477358072434, 0.2794358534912704, 0.311546165545053, 0.3027229708941356]"
